Timestamp,name,dept,emaiid,teachingscore,teaching,coursecontentscore,coursecontent,examinationscore,examination,labworkscore,labwork,libraryfacilitiesscore,libraryfacilities,extracurricularscore,extracurricular,emaiid,dept,name
2/9/2020 20:32:22,a,cse,a,1,Great jobbbb,1,Excellent,1,Gooddd,1,Nice,1,Perfectly done,1,Better than before,a,cse,a
2/9/2020 20:37:49,a,cse,a,0,expectations not fulfilled,1,courses are relevant to syllabus only,0,exams were hard,-1,lab work is not satisfactory,0,excellent,-1,not conducted,a,cse,a
2/9/2020 20:43:04,a,cse,a,1,Best technical knowledge,-1,Course content is too much,1,Okay,1,Nice,1,Perfect,0,All is fine but they shouldn't force anyone to participate,a,cse,a
2/9/2020 20:44:36,a,cse,a,0,teaching is not good,0,very good,-1,very hard,1,manuals are not completed,0,extra books are provided,0,usually extra curricular activities takes place,a,cse,a
2/9/2020 20:45:09,a,cse,a,1,Amazing ways to learn & explore,1,Gr8,1,Fine,1,Great teaching,1,Well comfortness to learn and handle books,-1,More events or gaming can be included,a,cse,a
2/9/2020 20:49:03,a,cse,a,1,Well versed and experience is gud,1,Nice,1,Good,1,Labs are clean and well maintained,1,Gud one,-1,Boring games,a,cse,a
2/9/2020 20:49:57,a,cse,a,0,Okay but can change some ways to teachh,1,Superb,1,Outstanding,1,Amazing,1,Nicee,1,Sufficient for knowledge and enjoy,a,cse,a
2/9/2020 20:49:59,a,cse,a,1,excellent teaching,0,relevant courses are in teaching,0,very hard,0,not satisfactory,1,library facilities are very good,-1,priorities are not given to extra curricular activities,a,cse,a
2/9/2020 21:03:24,a,cse,a,0,required points are covered,-1,courses are not completed,0,hard numericals,0,assignments are  easy to understand,-1,not good,0,games given as top priority,a,cse,a
2/9/2020 21:12:34,a,cse,a,1,excellent teaching provided,0,courses completed in time,1,excellent,0,practicals are conducted regularly,1,books re not available on time,1,sports is positive attribute,a,cse,a
2/9/2020 21:19:53,a,cse,a,0,not understandable,-1,not easy to learn,0,very hard,-1,assignments completed in time,1,high amount of books provided,-1,not in count,a,cse,a
2/9/2020 22:10:17,a,cse,a,-1,very bad,0,courses are completed,0,very hard to understand the questions,0,labs are very good,0,facilities are excellent,0,not conducted,a,cse,a
2/9/2020 22:20:03,a,cse,a,-1,poor teaching,1,courses are conducted in time,-1,exams were very tough,1,manuals are completed in time,1,books provided are useful,-1,not conducted,a,cse,a
2/9/2020 22:22:27,a,cse,a,-1,teaching is not good,0,completed in time,0,the exam was good,1,useful assignments taught by teacher,1,very nice,0,in average with education,a,cse,a
2/9/2020 22:35:20,a,cse,a,1,Well prepared teachers,1,Gives the basic knowledge of every thing.,1,Good,0,Can be more experimental,1,Good,1,Excellent,a,cse,a
2/9/2020 22:39:44,a,cse,a,0,Concept wise okay,1,Contents are well delivered,1,Amazing,1,Fabbbbb,1,Cooolll,1,Gudd,a,cse,a
2/9/2020 22:39:54,a,cse,a,0,Can be more interactive,-1,Does not give enough time to develop skills.,-1,Examination does not test skills.,1,Labwork gives more practical knowledge,-1,Requires more books from international renounced authors.,-1,Bad,a,cse,a
2/9/2020 22:40:15,a,cse,a,1,Fine,1,Okayyz,1,Perfect,1,Okay,1,Okay,1,Niccer,a,cse,a
2/9/2020 22:42:03,a,cse,a,-1,Handwriting can't be understood,1,Well planned,1,Fy9,1,Its nice to learn in labs,1,Facilities are well taken care of,1,All fields extra curricular included which increases the interest,a,cse,a
2/9/2020 22:47:20,a,cse,a,-1,Worst concepts,1,Okay,1,Okay,1,Quite easy to understand sessions,1,Nice,1,Perfect one!!,a,cse,a
2/9/2020 23:26:05,a,cse,a,0,good but skills can be improved in pronunciation,0,better than before but it can be improved more,-1,pattern is not satisfactory,-1,needs to improve,1,very good facilities,0,some activities are good but some are bad,a,cse,a
2/9/2020 23:28:17,a,cse,a,-1,needs to improve a lot,1,its the best course,0,ok ok,0,average,-1,books are not of good authors,1,best college for co curricular activities,a,cse,a
2/9/2020 23:31:27,a,cse,a,1,Excellent teaching,1,Awesome,1,Best,1,All apparatus are well maintained,1,Everything is good,1,Interesting,a,cse,a
2/9/2020 23:36:15,a,cse,a,1,My goodness how impressive!!,1,Good course,1,Remarkable,1,Excellent labs ....,1,Facilities are quite satisfactory,-1,Less attention is paid to extra curricular,a,cse,a
2/9/2020 23:38:29,a,cse,a,0,can improve the way of explanation,-1,its rubbish.... how could one design such a worst curriculam,-1,very bad examination pattern,0,its average when we talk about pc,1,very good library facilities,1,best college for extra co curricular activities,a,cse,a
2/9/2020 23:49:01,a,cse,a,1,awesome teachers,1,With the new technologies course is evolving,1,it takes good effort to give exams. question level is  moderate,-1,must be repaired since it has leakages on the roof,0,some books are good,-1,no extra curricular activity like art is happening,a,cse,a
2/9/2020 23:53:41,a,cse,a,-1,technologywise improvement must happen,0,average in some subjects,1,pattern is well structured,-1,machines are not upgraded,1,good in terms of programming subjects,-1,no extra curricular activity is conducted,a,cse,a
2/9/2020 23:53:59,a,cse,a,1,Dedicated score,1,Courses are knowledgeable.,1,Gr88,-1,Communication problem,-1,Timing are not convenient,-1,International level competition should be included,a,cse,a
2/9/2020 23:57:04,a,cse,a,1,Best in the world,1,Okay okay,-1,Practicals are not conducted well,1,Complicated place to work,-1,Books are too old to read,1,All is well,a,cse,a
2/9/2020 23:58:07,a,cse,a,0,teaching is  good,-1,irrelevant courses,0,was too critical,0,assignments are completed before time,-1,books are provided,0,games are the first priority,a,cse,a
2/9/2020 23:59:33,a,cse,a,1,Very funny person,1,Courses aren't updated,-1,Intellectual needed,1,Sufficient space,1,Great,1,Effective ways for knowledge sharing,a,cse,a
2/10/2020 0:04:11,a,cse,a,-1,not good,1,completed with good knowledge,1,excellent,0,good enough,-1,not good,0,mostly arranged,a,cse,a
2/10/2020 0:10:43,a,cse,a,1,excellent,1,very good and understandable,1,good and solvable,1,assignments are easy to learn,1,different books are provided,1,sports competitions held,a,cse,a
2/10/2020 0:15:18,a,cse,a,1,Awesom,1,Happy with courses,1,Gud,1,Kinda cleanliness needed,1,Rocking,1,Fabbbbb,a,cse,a
2/10/2020 14:48:39,a,cse,a,1,Having fun to learn new things,1,Satisfied with contentss,1,Gud 1,1,Niceeeeee,1,Gr8,-1,Not that muchh interesting,a,cse,a
2/10/2020 14:50:42,a,cse,a,1,Strong points and fair enough as per exms,1,Okay,1,Nice,1,Happy with labs and practicals,-1,Books timing should be increased,1,Fine,a,cse,a
2/10/2020 14:54:02,a,cse,a,-1,Hard work regarding notes isn't that up to mark,1,Quite better,1,Btter,1,Awesome and interest seeking labs,1,Facility in library are mind blowing even story books are available,1,Various competition are conducted to develop our confidence and interest,a,cse,a
2/10/2020 14:56:23,a,cse,a,1,Teachers are very helpful anytime and any day always !!!,-1,Contents are too heavy to understand,-1,Sometimes too many exam bring stress in life,1,"Labs are best for knowledge sharing and practical approach.
",1,Well organized library including cleanliness,1,Very much activities for students to explore,a,cse,a
2/10/2020 14:57:40,a,cse,a,1,Very nice technique and quality experience,1,Perfectt,1,Awesomeee,1,Nice,1,Okay,1,Mind blowing activities for entertainment!!!!!!!,a,cse,a
2/10/2020 14:58:55,a,cse,a,0,Well satisfied as per our results but can do much better regarding explanation,1,Nicer,1,Goooooood,1,Fine,1,Gr88888888,1,Fantastic,a,cse,a
2/10/2020 15:00:25,a,cse,a,-1,Can't handle the class full of too many students,1,Well versed,1,Fine,1,Just okay okay,1,Nice,1,Its a moment where we can prove ourself!!,a,cse,a
2/15/2020 23:04:03,a,cse,a,-1,Really bad explaination,-1,Not gud,1,Okay,1,Fine,1,Nice,1,Bestest....,a,cse,a
2/15/2020 23:11:10,a,cse,a,-1,Weak communication skill,-1,Not good,1,Fine,1,Gooooood,1,Perfect,1,Well planned and focused on this section,a,cse,a
2/15/2020 23:12:03,a,cse,a,-1,Can't interact that nicely with students,-1,Not good,-1,Unhappy,1,Okayyz,1,Perfect,1,Supperrbbb,a,cse,a
2/15/2020 23:13:38,a,cse,a,-1,Weak in programming concepts,-1,Weak planning done,-1,Not well planned schedules,1,Nice,1,Happy and satisfied,1,Bestest,a,cse,a
2/15/2020 23:14:32,a,cse,a,-1,Only teach in short,1,Okay,1,Good,1,Okay,1,Okay,1,Nicer,a,cse,a
2/15/2020 23:17:12,a,cse,a,-1,No knowledge of curriculum,1,Okay,1,Okay,1,Fine,1,Online journals are available too,1,Arts club is interesting,a,cse,a
2/15/2020 23:22:04,a,cse,a,-1,Concepts arent cleared not the doubts,1,Okay,1,Good,-1,Lab assistant are needed to guide us well,-1,Some book are lost,1,Maths club helps us to use more brains and is quite fun !!,a,cse,a
2/15/2020 23:24:31,a,cse,a,-1,Imperfect english language,1,Okay,1,Nice,-1,No one is there for contact purpose,-1,Shelves aren't cleaned,1,Robotics club helps us to improve and develop and explore,a,cse,a
2/15/2020 23:33:20,a,cse,a,0,Good but we won't understand the newly topics so well,1,Okay,1,Finee,-1,Lab Entries aren't managed well,-1,Reference books are not in good condition,1,Web designing club is best part for competition purpose,a,cse,a
2/15/2020 23:35:01,a,cse,a,-1,Electronic concept aren't cleared,1,Good,1,Good,-1,Labs aren't clean,-1,Internet access isnt good sometimes for research,1,Science related activities are taken for interest and further future inspiration,a,cse,a
2/15/2020 23:36:22,a,cse,a,-1,Maths part isn't well explained,1,Okay,1,Nice,1,Okay,-1,Some times central card isnt allowed for books exchange which is annoying !!!!,1,Public social activities are perfect and develops humanity in students,a,cse,a
2/15/2020 23:41:09,a,cse,a,0,Happy yet not satisfied teaching techniques,1,Good,1,Cool,-1,Lab should have updated softwares,1,Good,1,Sports club is awesome,a,cse,a
2/15/2020 23:42:39,a,cse,a,0,Maths is best explained but some sums are difficult for them to explain,1,Okay,1,Nice,1,Clean n best,1,Best,-1,Biology club is boring for engineers like me,a,cse,a
2/15/2020 23:44:28,a,cse,a,1,Poetical way of explaining is best,1,Nyccc,1,Nyccc,1,Perrrrrfectttt,-1,Literature related books are not there,-1,Physics club is boring and so I lost interest,a,cse,a
2/15/2020 23:45:54,a,cse,a,-1,Peer tutoring isn't that good method,1,Okayz,1,Fy9,1,Niceeeeee,1,Seems like Historical place,1,Architecture club is amazing and I can learn many arts from it,a,cse,a
2/15/2020 23:47:10,a,cse,a,0,Okay but not as per the curriculum mentioned,1,Is gudd,1,Okay,1,Finee,1,Nice,-1,Management activities aren't there,a,cse,a
2/15/2020 23:54:25,a,cse,a,-1,Continue scolding won't help,1,Okay,1,Nice,1,Best,1,Perfect and best too,-1,High risk activities are included,a,cse,a
2/16/2020 0:05:26,a,cse,a,-1,Not helpful notes at all,1,Okay,1,Fine,1,Okayz,-1,Just casual approach towards returning books,1,Robotics is best 1....,a,cse,a
2/16/2020 11:14:57,a,cse,a,-1,Not clearing my doubts n ignoring,1,Nice,1,Nice,1,Quite active staff evrrrrrr,1,Happy to be part of this library,1,National level competition are encouraged too this time,a,cse,a
2/16/2020 22:20:12,a,cse,a,-1,Voice not audible,-1,To small,0,Good,-1,Never finishes on time,-1,Staff is not supportive,-1,Staff is not supportive,a,cse,a
2/16/2020 22:21:07,a,cse,a,0,Good,0,Finshes on time,0,Simple,0,Up to date,0,Good,0,Good,a,cse,a
2/16/2020 22:21:57,a,cse,a,-1,Poor,-1,Bad,-1,Not good,-1,Never finsh on time,-1,Not good,-1,Bad,a,cse,a
2/16/2020 22:23:15,a,cse,a,-1,Teaching is not good,-1,Too large,-1,Lengthy,-1,Very bad,-1,Not good,0,Good,a,cse,a
2/16/2020 22:25:25,a,cse,a,0,Communication is not good but teaching is good,-1,Never finshes on time,-1,Tough,-1,Never finishes on time,0,Lrage but not all books are available,-1,Not available,a,cse,a
2/16/2020 22:26:16,a,cse,a,-1,Not good,-1,Never finishes on time,-1,Tough,-1,Never finishes on time,-1,Bad,-1,Not available,a,cse,a
2/16/2020 22:28:06,a,cse,a,0,Teaching is poor but communicates very well,1,Finshes on time,-1,Tough,-1,Not good,-1,Not available,0,Staff is not good but equipments are availble,a,cse,a
2/16/2020 22:29:23,a,cse,a,-1,Teaching is poor,-1,Not good,-1,Tough,-1,Explanation is poor,-1,Library is not good,-1,Staff is not good,a,cse,a
2/16/2020 22:32:09,a,cse,a,-1,his teaching  skills needed to be better,-1,the contents are not very well explained,1,the questions are not that much tough,0,the communication skills are not good but they explain it very well,0,the staff is good but not all books are available,-1,the staff is not supportive,a,cse,a
2/16/2020 23:24:48,a,cse,a,-1,teaching is good but voice is not audible,-1,contents are not very well explained,-1,they asked theory question too much  but never concentrate on facts,-1,not useful content and good lecturer,-1,"""The module id not useful ",-1,The teacher is very lazy,a,cse,a
2/16/2020 23:34:12,a,cse,a,-1,The lecturer not very well explained the topic.,-1,The content has not fuelled my interest in this area of content,-1,The content has not fuelled my interest in this area.,-1,The lab equipment class is not very good,-1,The library is not very good and helpful,-1,not Well organised and not support,a,cse,a
2/16/2020 23:41:06,a,cse,a,-1,The lectures are not very interesting and make me eager to listen to them.,-1,The contents are not with real-time examples so I am not able to understand better,-1,I not able to understand the questions better in the examination,0,I like the topic but don't like  how it is taught,0,the books are not in good condition,-1,not Very clear and up to date,a,cse,a
2/16/2020 23:46:17,a,cse,a,-1,not good,-1,course content is not completed,-1,very poor,-1,assignments are not taught,1,good enough,0,good,a,cse,a
2/16/2020 23:53:05,a,cse,a,-1,not understandable,1,partially completed,1,not understandable,-1,hard assignments,-1,less count of books available,-1,not in priority,a,cse,a
2/16/2020 23:56:45,a,cse,a,-1,"The lecturer not makes the lectures quite interesting and attractive and the
exercise class is not very useful”",-1,Not Detailed explanations and clarity,-1,Course is not very nice and lecturer is also not interesting and very helpful”,-1,Lecturing style is not enganging,-1,The library classes are not good because they are not covering all the knowledge,-1,"The balance between lectures, exercises and support material is not right",a,cse,a
2/17/2020 0:04:47,a,cse,a,-1,unable to understand,1,hard to learn,-1,very tough,0,assignments implemented within time,-1,bad experience,0,same as compare to study,a,cse,a
2/17/2020 0:12:31,a,cse,a,-1,very tough to understand,-1,partially completed,-1,hard,0,assignments taught in easy manner,-1,not satisfactory,-1,not provided,a,cse,a
2/17/2020 0:24:07,a,cse,a,1,not good,-1,not completed in time,-1,too hard,0,assignments completed n understandable,-1,not good,-1,same priority as study,a,cse,a
2/17/2020 0:31:23,a,ECE,a,1,good enough and understandable,-1,not completed,-1,very critical,1,assignments completed according to syllabus,0,all kind of books are available,1,sports in top,a,ECE,a
2/17/2020 0:42:40,a,ECE,a,-1,teaching is good,-1,completed,0,not bad,-1,tough assignments,-1,all varieties are not available,1,always in top,a,ECE,a
2/17/2020 0:46:11,a,ECE,a,-1,worst,-1,not completed,0,good,-1,bad experience,0,good. availability of books,-1,not supported,a,ECE,a
2/17/2020 0:56:48,a,ECE,a,1,not too good,-1,very hard to understand,0,good enough,-1,taught properly,-1,variety of data available,0,always in thinking,a,ECE,a
2/17/2020 1:06:34,a,ECE,a,-1,very bad,-1,incomplete always,-1,numericals were critical,-1,practicals are not easy,0,good and available always,0,always in demand,a,ECE,a
2/17/2020 1:25:58,a,ECE,a,0,understandable,-1,not completed,-1,tough to solve,-1,assignments not covered,-1,all kind of books are available,0,games at top,a,ECE,a
3/14/2020 22:35:37,a,ECE,a,1,Teaching not good,0,Finish all course in it,0,Easy,0,Good,-1,Poor,-1,Not suportive,a,ECE,a
3/14/2020 22:38:03,a,ECE,a,-1,Teaching good but get diverted with phone call,-1,Never finshes in time,-1,Have tough questions,-1,Doesnot provide practical knowledge,-1,All books are not available,-1,Staff is average,a,ECE,a
3/14/2020 22:39:10,a,ECE,a,-1,Teaching is poor,-1,Large  content,-1,Tough,-1,Poor,-1,Not good,-1,All equipmemts are not available,a,ECE,a
3/14/2020 22:40:58,a,ECE,a,-1,Voice is not audible,-1,Never finishes in time,-1,Tough,-1,Poor,-1,Books are not in good position,-1,Noy always present,a,ECE,a
3/14/2020 22:42:56,a,ECE,a,-1,Lacks in communication,-1,Never get finishes on time,-1,Tough questions,-1,Never get finishes in time,-1,Books are lenghty,-1,Poor communication,a,ECE,a
3/14/2020 23:31:45,a,ECE,a,-1,Not good,-1,Not completed,-1,Not well managed,-1,Apparatus not available,-1,Torn books,-1,No extracurricular activities,a,ECE,a
3/14/2020 23:34:05,a,ECE,a,-1,improvement needed,-1,Incomplete,-1,Guarding issues,-1,Cleanliness issues,-1,Books are not available,-1,No extra activities,a,ECE,a
3/15/2020 0:19:42,a,ECE,a,-1,Irresponsible teachers,-1,Incomplete,-1,Bad environment,-1,Problems in practicals,-1,Needy books are not available,-1,No teachers for that,a,ECE,a
3/15/2020 9:00:13,a,ECE,a,-1,Teachers need to improve themselves,-1,Not finished,-1,Examination halls are not good,-1,Lab assistants are not properly educated,-1,Librarian is irresponsible,-1,No extracurricular activities,a,ECE,a
3/15/2020 14:35:40,a,ECE,a,-1,English is not good,-1,Syllabus is too much,-1,Supervision is not that good,-1,Devices are not well maintained,-1,Books are not available,-1,No extra curricular activities,a,ECE,a
3/15/2020 14:39:33,a,ECE,a,-1,Timing issues,-1,Difficult,-1,Un scheduled,-1,Out dated devices,-1,No space for study,-1,Ok ok,a,ECE,a
3/15/2020 17:02:34,a,ECE,a,-1,Language pdoblems,-1,Hard to understand,-1,Proper management required,-1,Equipments are not a available,-1,Wifi is necessary,-1,Ground needs some improvement,a,ECE,a
3/15/2020 17:05:53,a,ECE,a,-1,No importance of time,-1,Necessary syllabus is not available,-1,Supervision is poor,-1,Lab requires some renovation,-1,No management of books,-1,Needs some attention,a,ECE,a
3/15/2020 17:10:39,a,ECE,a,-1,Bad behaviour,-1,Worthless syllabus,-1,Proper attention required,-1,Useless equipments,-1,Important books are not available,-1,No one is serious about it,a,ECE,a
3/15/2020 17:13:38,a,ECE,a,-1,Useless teachers,-1,Vast syllabus,-1,Poor checking,-1,Necessary equipments are not available,-1,No sitting arrangements,-1,Need a good teacher,a,ECE,a
3/15/2020 17:19:31,a,ECE,a,-1,Cant expect this from teachers,-1,Hard to understand,-1,Halls are not good,-1,Uneducated lab technicians,-1,Unnecessary books,-1,Requirement of some necessary asset's,a,ECE,a
3/16/2020 0:15:13,a,ECE,a,-1,English problem,-1,Very hard,-1,Poor management,-1,Cleanliness issues,-1,Books are not available,-1,Poor condition of ground,a,ECE,a
3/16/2020 0:29:01,a,ECE,a,-1,Syllabus incomplete,-1,Hard to understand,-1,No Proper schedule,-1,More equipments are required,-1,Required books are not available,-1,Extra classes are not available,a,ECE,a
3/16/2020 0:34:33,a,ECE,a,-1,Rude behaviour,-1,Useless content,-1,No strictness in examination,-1,Required equipments are not available,-1,Old books,-1,Teachers should be informed about it,a,ECE,a
3/16/2020 0:58:10,a,ECE,a,-1,Lazy habits,-1,Vast but not deep,-1,Improper judgement,-1,Equipments required,-1,Wifi required,-1,Swimming pool required,a,ECE,a
3/16/2020 1:14:22,a,ECE,a,-1,Language problems,-1,Deep but useless,-1,Hygiene required,-1,More equipments required,-1,New books are required,-1,Fitness club is not available,a,ECE,a
3/16/2020 1:16:05,a,ECE,a,0,Fine but practically not clear concepts,-1,Not that easy to understand,1,Okay,-1,Labs aren't opened in required timing,-1,Owner isn't experienced about books,-1,Football club should be included,a,ECE,a
3/16/2020 13:44:38,a,ECE,a,-1,Poor language,-1,Hard,-1,No Discipline,-1,New equipments required,-1,Old books,-1,Fitness equipments requires,a,ECE,a
3/16/2020 13:45:59,a,ECE,a,-1,English problems,-1,Vast,-1,No proper sitting arrangement,-1,Old devices,-1,Torn books,-1,Ground condition is poor,a,ECE,a
3/16/2020 13:48:10,a,ECE,a,-1,No time importance,-1,Vast but useless,-1,Poor supervision,-1,Need more devices,-1,No WiFi for students,-1,No gaming equipments,a,ECE,a
3/16/2020 13:49:35,a,ECE,a,-1,Poor behaviour,-1,Very hard,-1,Conjusted exam halls,-1,Broken devices,-1,No new books,-1,Ground needs some attention,a,ECE,a
3/16/2020 13:53:19,a,ECE,a,-1,No strictness in class,-1,Vast and hard,-1,No water arrangement,-1,Poor technicians,-1,Useless books,-1,Teacher needs some attention,a,ECE,a
3/19/2020 14:19:47,a,ECE,a,0,Teaching is good but low voice,0,Vast but easy,0,Supervision is good but not strict,0,All the devices are available but not in working condition,0,Books are torn but useful,0,Okay okay,a,ECE,a
3/19/2020 14:24:06,a,ECE,a,0,English is poor but good explaination,0,Easy but not deep,0,Halls are conjusted but great environment,0,All devices are good but require more,0,Books are there but not all,0,Require more equipments,a,ECE,a
3/19/2020 14:30:17,a,ECE,a,0,Teaching is good but timing issues,0,Easy but not worthy,0,Okay okay,0,Require more trial kits,0,No wifi but proper sitting sitting arrangements,0,Teacher is good but not that much educated,a,ECE,a
3/19/2020 14:43:57,a,ECE,a,0,Teaching is good but not language,0,Difficult but not vast,0,Strict but no discipline,0,All required equipments are there but not maintained properly,0,Books are old but useful,0,All is good but no swimming pool,a,ECE,a
3/19/2020 14:47:32,a,ECE,a,0,Poor pronouncing but good teaching,0,Vast but deep,0,All is good except timing,0,All is there except cleanliness,0,New books but useless,0,Except fitness club all is there,a,ECE,a
3/19/2020 14:53:08,a,ECE,a,0,Teaching is good but timing is not perfect,0,Deep but easy,0,Sitting arrangements are good but no ventilation,0,All equipments are there but no rules,0,Require more books,0,All is there except indoor games,a,ECE,a
3/21/2020 17:02:29,a,ECE,a,0,Low voice but nice explaination,0,Hard but not so large,0,All is good except sitting arrangement,0,Need more devices,0,Books are much in quantity but useless,0,All is well except fitness equipments,a,ECE,a
3/21/2020 17:05:40,a,ECE,a,0,Teaching is good but timing issues,0,Easy but not deep,0,Sitting arrangement is good but poor supervision,0,Require more practical kits,0,All is good but no wifi,0,Everything is fine except ground condition,a,ECE,a
3/21/2020 17:09:22,a,ECE,a,0,Explaination is good but poor english,0,Vast but not deep,0,Good supervision but poor management,0,All is good except management,0,No new books,0,Ground is in best condition but no gaming equipments,a,ECE,a
3/21/2020 17:12:25,a,ECE,a,0,Teaching is good but poor dressing sense,0,Easy but vast,0,Good management but no ventilation,0,All equipments are there but some are not useable,0,Books are old but useable,0,No proper timing,a,ECE,a
04/19/2020 (18:25:52),a,ECE,a,1,One of the best teachings,-1,New Syllabus contents are awsome,-1,Exams are out of context.,1,Lab work is awsome,-1,The facilities are useless,1,The activities are good,a,ECE,a
04/19/2020 (18:39:27),a,ECE,a,-1,The teachings are worst among the all.,1,Course contents are the best,1,Exams are the best part .,-1,Needed to be improved,0,Ok,1,Best,a,ECE,a
04/21/2020 (22:11:42),a,ECE,a,1,"One of the best teaching, but concepts are not good",-1,Worst,-1,Out of Context,-1,Need to be Improved,-1,Better amongst all.,1,Great,a,ECE,a
04/24/2020 (10:49:19),a,ECE,a,1,One of the great amongst all.,1,Best,-1,Out of syllabus,1,Good,-1,Need to be improved,-1,NotGood,a,ECE,a
04/24/2020 (10:53:27),a,ECE,a,-1,"Good, but timing issues.",0,"Easy, but not worthy.",1,Great.,1,"Good, but notGreat.",1,Best,-1,Awsome,a,ECE,a
04/25/2020 (11:00:00),a,ECE,a,1,Good but not great,1,Awesome,-1,Out of syllabus,0,Not conducted regularly,1,Not good,1,Best,a,ECE,a
04/25/2020 (11:06:01),a,ECE,a,0,Good but not great,-1,Not Good,1,Great,1,Awesome,-1,Should be conducted regularly,1,Best,a,ECE,a
04/25/2020 (13:29:15),a,ECE,a,1,Very well versed with guidance.,-1,Not good.,1,Too awesome,-1,Not conducted regularly.,-1,Should be Improved.,1,Best,a,ECE,a
04/25/2020 (13:34:13),a,ECE,a,1,Very well versed with guidance.,-1,Not good.,1,Too awesome,-1,Not conducted regularly.,-1,Should be Improved.,1,Best,a,ECE,a
04/25/2020 (13:36:38),a,ECE,a,1,Very well versed with guidance.,-1,Not good.,1,Too awesome,-1,Not conducted regularly.,-1,Should be Improved.,1,Best,a,ECE,a
04/25/2020 (13:40:49),a,ECE,a,-1,Not that good.,1,Course content are best for 2019,-1,Exams are always out of syllabus,-1,Needed to be Improved,-1,Yet to be improved.,0,Good  but to be improved.,a,ECE,a
04/25/2020 (17:40:34),a,ECE,a,1,Awesome,1,Better among all,0,Good but exams are out of syllabus,-1,Needed to be conducted regularly,1,Best,1,Great,a,ECE,a
02/03/2021 (10:24:00),a,ECE,a,-1,There should be some improvement .,-1,Its very vast.,0,The examinations are more toughfer,-1,Not conducted timely,1,Good,-1,Need to be conducted more seriously,a,ECE,a
,,,,1,,,,,,,,,,,,,,
,,,,1,,,,,,,,,,,,,,
,,,,1,,,,,,,,,,,,,,
,,,,1,,,,,,,,,,,,,,